"Iteration" "Assoc_Stat" "S_IBS" "S_AM" "S_AS" "S_LIN" "S_REC" "S_QUAD" "S_012" "S_123" "S_124" "S_h1" "skat.kernel" "tree1" "tree2" "tree3" "tree4" "tree5"
"1646" 566 "SKAT" 0.0108103042237711 0.0108103042237711 0.0108103042237711 1 1 1 0.0100625056438179 0.0100625056438181 0.00778289171798807 0.0100625056438179 0.00347763669209467 0.0176193624063803 0.0176193624063807 0.137323963024732 0.153955856979937 0.153955856979937
"1647" 567 "SKAT" 0.0433445250166551 0.0433445250166551 0.0433445250166553 1 1 1 0.087130232993105 0.0871302329931054 0.184945158818764 0.087130232993105 3.87893114268678e-05 0.0237939598331354 0.0237939598331351 0.0561968885120763 0.0617557860525357 0.0617557860525362
"1652" 542 "GTSR" 0.146 0.146 0.188 0.842 0.862 0.924 0.162 0.478 0.396 0.172 0.004 0.122 0.122 0.178 0.168 0.168
"1653" 543 "GTSR" 0.878 0.878 0.818 0.924 0.964 0.926 0.792 0.834 0.794 0.804 0 0.542 0.542 0.24 0.238 0.238
"1654" 544 "GTSR" 0.618 0.618 0.554 0.884 0.668 0.798 0.538 0.724 0.572 0.69 0.75 0.56 0.56 0.306 0.316 0.316
"1655" 545 "GTSR" 0.296 0.296 0.334 0.988 0.94 0.986 0.216 0.636 0.596 0.436 0.236 0.222 0.222 0.864 0.832 0.832
"1656" 546 "GTSR" 0.01 0.01 0.018 0.652 0.964 0.698 0.042 0.328 0.394 0.064 0 0.302 0.302 0.008 0.008 0.008
"1657" 547 "GTSR" 0.672 0.672 0.838 0.794 0.884 0.92 0.818 0.992 0.866 0.638 0.046 0.746 0.746 0.516 0.518 0.518
"1658" 548 "GTSR" 0.134 0.134 0.316 0.586 0.864 0.636 0.536 0.958 0.82 0.246 0 0.394 0.394 0.014 0.006 0.006
"1659" 549 "GTSR" 0 0 0 0.784 0.932 0.84 0.002 0.266 0.362 0.01 0 0 0 0 0 0
"1663" 553 "GTSR" 0.752 0.752 0.728 0.98 0.99 0.982 0.53 0.728 0.714 0.61 0.204 0.664 0.664 0.526 0.614 0.614
"1670" 560 "GTSR" 0.032 0.032 0.032 0.752 0.998 0.778 0.02 0.186 0.196 0.054 0 0.106 0.106 0.002 0.002 0.002
"1672" 562 "GTSR" 0.808 0.808 0.842 0.986 0.91 0.94 0.706 0.88 0.844 0.684 0.524 0.946 0.946 0.256 0.24 0.24
"1673" 563 "GTSR" 0 0 0 0.994 0.988 0.998 0.002 0.052 0.066 0 0 0.006 0.006 0 0 0
"1676" 566 "GTSR" 0.002 0.002 0.03 0.886 0.924 0.89 0.02 0.288 0.128 0.008 0.002 0.016 0.016 0.078 0.106 0.106
"1677" 567 "GTSR" 0.142 0.142 0.232 0.606 1 0.684 0.4 0.992 0.954 0.268 0 0.044 0.044 0.006 0.006 0.006
"1682" 542 "MDMR" 0.062 0.068 0.014 0.036 0.866 0.092 0.056 0.064 0.116 0.1 0.016 0.1 0.098 0.144 0.152 0.146
"1683" 543 "MDMR" 0.414 0.398 0.332 0.818 0.996 0.868 0.482 0.516 0.678 0.534 0.006 0.686 0.702 0.102 0.094 0.084
"1684" 544 "MDMR" 0.748 0.714 0.868 0.28 0.878 0.416 0.69 0.604 0.618 0.516 0.228 0.876 0.874 0.808 0.756 0.792
"1685" 545 "MDMR" 0.088 0.084 0.13 0.012 0.352 0.016 0.11 0.048 0.07 0.046 0.244 0.116 0.12 0.22 0.186 0.182
"1686" 546 "MDMR" 0.012 0.01 0.002 0.018 0.526 0.088 0.016 0.032 0.062 0.05 0 0.07 0.086 0.006 0.008 0.014
"1687" 547 "MDMR" 0.234 0.248 0.148 0 0.154 0.022 0.202 0.228 0.236 0.28 0.002 0.292 0.276 0.05 0.058 0.056
"1688" 548 "MDMR" 0.07 0.06 0.008 0 0.898 0.004 0.046 0.064 0.198 0.102 0.016 0.154 0.17 0.056 0.02 0.016
"1689" 549 "MDMR" 0 0.002 0 0.052 0.328 0.194 0.04 0.012 0.036 0 0 0.006 0.004 0.004 0.006 0.006
"1693" 553 "MDMR" 0.534 0.546 0.404 0.146 0.618 0.164 0.566 0.696 0.696 0.76 0.038 0.57 0.568 0.064 0.092 0.1
"1700" 560 "MDMR" 0.02 0.042 0.024 0.194 0.556 0.174 0.028 0.024 0.052 0.028 0.088 0.132 0.114 0.028 0.036 0.024
"1702" 562 "MDMR" 0.546 0.542 0.578 0.808 0.374 0.6 0.848 0.796 0.866 0.772 0.066 0.224 0.2 0.106 0.102 0.092
"1703" 563 "MDMR" 0.002 0.008 0.002 0.128 0.22 0.1 0.008 0.006 0.01 0 0 0.002 0.006 0.002 0.002 0
"1706" 566 "MDMR" 0.008 0.016 0.006 0.076 0.008 0.032 0.008 0.012 0.006 0.016 0 0.036 0.024 0.226 0.206 0.204
"1707" 567 "MDMR" 0.034 0.028 0.052 0.058 0.584 0.1 0.262 0.112 0.25 0.072 0 0.048 0.044 0.006 0.006 0.002
"1711" 571 "SKAT" 0.390801906495239 0.390801906495239 0.39080190649524 0.979376954049436 0.769171767990456 1 0.463371157007531 0.463371157007532 0.547958402601699 0.463371157007529 0.00214324399227095 0.394894498307394 0.394894498307394 0.282714553833879 0.317578297373899 0.3175782973739
"1712" 572 "SKAT" 0.110464692210755 0.110464692210755 0.110464692210754 1 1 0.236065667184723 0.254084092356412 0.254084092356411 0.516953645595618 0.254084092356412 0.0107764790563611 0.165027817444188 0.165027817444188 0.114632215469351 0.105273110687581 0.105273110687581
"1714" 574 "SKAT" 0.549090625200607 0.549090625200607 0.549090625200609 1 1 1 0.636939851738286 0.636939851738288 0.786088168812189 0.636939851738285 0.0114299715685129 0.693980552208453 0.693980552208453 0.332934264723414 0.310008034301277 0.310008034301279
"1715" 575 "SKAT" 0.201148742199714 0.201148742199714 0.201148742199714 1 1 0.129846919509531 0.218650425050351 0.218650425050351 0.275320213697153 0.218650425050352 0.00244113301169446 0.0386966860817896 0.0386966860817894 0.0621805623160692 0.0607229363773955 0.0607229363773953
"1722" 582 "SKAT" 0.3358633924003 0.3358633924003 0.335863392400299 1 0.999999683912143 1 0.383147385041051 0.383147385041051 0.516575215980231 0.383147385041049 4.32856472025733e-05 0.423134232428501 0.423134232428501 0.10114053786373 0.110750632429272 0.110750632429273
"1723" 583 "SKAT" 0.219413149880067 0.219413149880067 0.219413149880067 0.807907898448843 0.986946128910539 0.0404333622417222 0.142730535513725 0.142730535513725 0.104874675532383 0.142730535513725 0.159399870278951 0.245957691829562 0.245957691829562 0.608761083799553 0.597219746411231 0.597219746411231
"1724" 584 "SKAT" 0.105514059396903 0.105514059396903 0.105514059396903 0.850808335154836 1 1 0.249209894626732 0.249209894626733 0.394292794531173 0.249209894626732 0.0119888032447015 0.446032364053404 0.446032364053404 0.138871959806388 0.136495693932701 0.136495693932701
"1730" 590 "SKAT" 0.0245982687150892 0.0245982687150892 0.0245982687150894 0.998868321626624 0.999989306929175 1 0.106822589479124 0.106822589479124 0.29154843669076 0.106822589479124 3.5339561802239e-05 0.0670161813363908 0.0670161813363909 0.0997724473074446 0.103142479734374 0.103142479734373
"1731" 591 "SKAT" 0.032532837310316 0.032532837310316 0.0325328373103159 0.466214185236226 0.994378102128062 1 0.104636080404708 0.104636080404707 0.186417701057384 0.104636080404708 4.84744351816335e-05 0.0428270036857806 0.042827003685781 0.158884394088651 0.156332382765934 0.156332382765934
"1735" 595 "SKAT" 0.0284178121144132 0.0284178121144132 0.0284178121144134 0.00677292694061338 0.242338255227109 1 0.0386235284652529 0.0386235284652527 0.0742374890706623 0.0386235284652533 5.27184319640828e-05 0.0272119241750897 0.0272119241750899 0.0146140577053649 0.0168187750882758 0.016818775088276
"1738" 598 "SKAT" 0.0714860082222117 0.0714860082222117 0.0714860082222117 0.960088051913419 0.999956045450297 1 0.0678855914761585 0.0678855914761582 0.0893979987830043 0.0678855914761582 0.000292350709257372 0.169816828631465 0.169816828631465 0.040197808018702 0.0449805838663928 0.044980583866393
"1740" 600 "SKAT" 0.113934245686809 0.113934245686809 0.113934245686808 0.930727206399555 1 1 0.103074619980657 0.103074619980657 0.0871445686961627 0.103074619980657 0.0369836262778775 0.328192442697833 0.328192442697833 0.230478761718574 0.260765801454833 0.260765801454833
"1741" 571 "GTSR" 0.988 0.988 0.882 0.882 0.934 0.858 0.722 0.786 0.688 0.924 0 0.976 0.976 0.45 0.528 0.528
"1742" 572 "GTSR" 0.316 0.316 0.266 0.92 0.758 0.798 0.592 0.66 0.884 0.662 0 0.548 0.548 0.068 0.068 0.068
"1744" 574 "GTSR" 0.762 0.762 0.87 0.95 0.9 0.938 0.828 0.926 0.906 0.72 0.002 0.596 0.596 0.568 0.512 0.512
"1745" 575 "GTSR" 0.59 0.59 0.624 0.9 0.996 0.95 0.69 0.832 0.916 0.628 0.034 0.038 0.038 0.024 0.028 0.028
"1752" 582 "GTSR" 0.916 0.916 0.96 0.964 0.984 0.972 0.96 0.944 0.862 0.996 0 0.91 0.91 0.044 0.068 0.068
"1753" 583 "GTSR" 0.704 0.704 0.742 0.928 0.944 0.908 0.536 0.782 0.604 0.532 0.874 0.766 0.766 0.596 0.63 0.63
"1754" 584 "GTSR" 0.304 0.304 0.194 0.928 0.946 0.884 0.626 0.714 0.946 0.752 0 0.88 0.88 0.09 0.108 0.108
"1760" 590 "GTSR" 0.04 0.04 0.046 0.954 0.89 0.95 0.302 0.638 0.814 0.462 0 0.156 0.156 0.056 0.05 0.05
"1761" 591 "GTSR" 0.03 0.03 0.036 0.756 0.952 0.746 0.32 0.594 0.828 0.232 0 0.044 0.044 0.11 0.142 0.142
"1765" 595 "GTSR" 0.084 0.084 0.096 0.808 0.928 0.816 0.14 0.596 0.692 0.182 0 0.062 0.062 0 0 0
"1768" 598 "GTSR" 0.23 0.23 0.414 0.886 0.912 0.89 0.376 0.808 0.84 0.372 0 0.584 0.584 0.002 0.004 0.004
"1770" 600 "GTSR" 0.392 0.392 0.4 1 0.904 0.964 0.364 0.662 0.524 0.488 0 0.854 0.854 0.33 0.392 0.392
"1771" 571 "MDMR" 0.4 0.402 0.28 0.132 0.46 0.366 0.338 0.456 0.588 0.43 0.01 0.362 0.348 0.37 0.442 0.46
"1772" 572 "MDMR" 0.092 0.114 0.102 0.054 0.806 0.154 0.382 0.296 0.62 0.248 0.136 0.094 0.068 0.058 0.046 0.03
"1774" 574 "MDMR" 0.536 0.54 0.592 0.066 0.5 0.132 0.574 0.614 0.718 0.63 0.02 0.67 0.674 0.306 0.318 0.3
"1775" 575 "MDMR" 0.228 0.214 0.12 0.022 0.192 0.402 0.116 0.184 0.246 0.188 0 0.042 0.034 0.028 0.032 0.036
"1782" 582 "MDMR" 0.334 0.324 0.43 0.124 0.948 0.24 0.586 0.422 0.616 0.388 0 0.396 0.436 0.026 0.022 0.016
"1783" 583 "MDMR" 0.2 0.218 0.182 0.004 0.034 0.002 0.066 0.094 0.06 0.126 0.21 0.304 0.336 0.808 0.764 0.806
"1784" 584 "MDMR" 0.1 0.084 0.08 0.2 0.088 0.92 0.146 0.224 0.396 0.254 0.29 0.422 0.436 0.04 0.04 0.034
"1790" 590 "MDMR" 0.032 0.022 0.042 0.718 0.412 0.99 0.402 0.148 0.454 0.09 0 0.026 0.042 0.042 0.062 0.058
"1791" 591 "MDMR" 0.026 0.036 0.006 0 0.426 0.058 0.106 0.082 0.17 0.092 0 0.062 0.044 0.044 0.05 0.044
"1795" 595 "MDMR" 0.014 0.01 0.01 0 0.226 0.002 0.026 0.016 0.046 0.018 0 0.022 0.046 0.006 0.004 0.006
"1798" 598 "MDMR" 0.048 0.072 0.086 0.396 0.956 0.426 0.152 0.126 0.116 0.066 0 0.15 0.17 0.006 0.01 0.012
"1800" 600 "MDMR" 0.122 0.096 0.178 0.406 0.068 0.828 0.148 0.136 0.108 0.094 0.274 0.326 0.302 0.15 0.22 0.242
"1801" 601 "SKAT" 0.285475994592736 0.285475994592736 0.285475994592736 0.99999787913238 1 1 0.594744115799788 0.594744115799787 0.852623349730226 0.594744115799787 0.017776466357028 0.105245682325898 0.105245682325898 0.509367607962251 0.506821517443328 0.506821517443329
"1808" 608 "SKAT" 0.000285817423699708 0.000285817423699708 0.000285817423699708 0.852691534579286 0.863543866546896 0.657448200953783 0.000223779363714094 0.000223779363714316 0.000203762424600074 0.000223779363714094 0.00454760401601217 0.00034595961011108 0.000345959610110858 0.00190579047023043 0.00320484334547633 0.00320484334547622
"1811" 611 "SKAT" 0.404311675324403 0.404311675324403 0.404311675324403 1 1 1 0.418641349606874 0.418641349606875 0.545134012038234 0.418641349606874 0.00021164333710666 0.578270971085564 0.578270971085564 0.169970536388048 0.168659250064926 0.168659250064927
"1813" 613 "SKAT" 0.0739426651002795 0.0739426651002795 0.0739426651002797 0.995092616690898 0.999950325918246 0.3677968048111 0.110354654830053 0.110354654830054 0.226852160420871 0.110354654830054 1.22756348792663e-05 0.507901537608194 0.507901537608194 0.00595781268548234 0.00592116293124145 0.00592116293124167
"1822" 622 "SKAT" 0.119503574613411 0.119503574613411 0.11950357461341 0.589705834465046 0.999955885238056 0.0874500000641347 0.0899924088416026 0.0899924088416022 0.103332539628075 0.0899924088416033 0.00106593181957582 0.331751481508795 0.331751481508794 0.281557101776235 0.295932290830855 0.295932290830855
"1831" 601 "GTSR" 0.79 0.79 0.862 0.94 0.884 0.998 0.76 0.826 0.758 0.84 0.064 0.284 0.284 0.848 0.844 0.844
"1838" 608 "GTSR" 0 0 0 0.982 0.896 0.942 0 0 0 0 0 0 0 0 0 0
"1841" 611 "GTSR" 0.944 0.944 0.848 0.824 0.972 0.87 0.818 0.778 0.7 0.946 0 0.72 0.72 0.168 0.162 0.162
"1843" 613 "GTSR" 0.132 0.132 0.198 0.942 0.886 0.91 0.334 0.57 0.69 0.306 0 0.78 0.78 0 0 0
"1852" 622 "GTSR" 0.408 0.408 0.382 0.924 0.944 0.924 0.284 0.736 0.696 0.51 0 0.894 0.894 0.448 0.508 0.508
"1861" 601 "MDMR" 0.24 0.26 0.172 0.704 0.4 0.516 0.69 0.65 0.87 0.572 0.004 0.07 0.044 0.614 0.61 0.63
"1868" 608 "MDMR" 0 0 0 0.486 0.408 0.946 0.002 0 0 0 0.03 0.002 0 0 0 0
"1871" 611 "MDMR" 0.372 0.396 0.36 0.222 0.614 0.66 0.554 0.448 0.652 0.454 0 0.662 0.65 0.162 0.146 0.174
"1873" 613 "MDMR" 0.056 0.054 0.196 0.314 0.958 0.444 0.376 0.16 0.338 0.096 0 0.48 0.456 0.002 0 0
"1882" 622 "MDMR" 0.112 0.11 0.066 0.014 0.126 0.004 0.028 0.054 0.046 0.088 0.002 0.258 0.308 0.022 0.022 0.02
"1899" 639 "SKAT" 0.438401155737363 0.438401155737363 0.438401155737364 1 1 1 0.395415439723983 0.395415439723984 0.396721273518404 0.395415439723982 0.000235332930506815 0.46415727550721 0.46415727550721 0.0985525774601715 0.11209997905182 0.11209997905182
"1903" 643 "SKAT" 0.0754863260173249 0.0754863260173249 0.0754863260173242 0.995598096894542 1 0.826430765105717 0.126243577744717 0.126243577744717 0.240563241151029 0.126243577744717 0.166176710376325 0.163031454872006 0.163031454872006 0.346417901746061 0.311127721860741 0.311127721860742
"1904" 644 "SKAT" 0.000535448910482517 0.000535448910482517 0.000535448910482406 0.413816012452663 0.999391826282738 0.28988112198428 0.0028809146405091 0.0028809146405091 0.0116424621863773 0.00288091464050932 1.8454322595618e-06 0.00493375146036557 0.00493375146036534 0.00525569022494299 0.00649689928845731 0.00649689928845731
"1905" 645 "SKAT" 0.00823928599884494 0.00823928599884494 0.00823928599884471 0.388830113449984 0.999885656038821 1 0.00559979765177532 0.00559979765177543 0.00705902148037041 0.00559979765177543 0.00641781979657674 0.109151569107919 0.109151569107919 0.0256643923500562 0.0257524179072603 0.0257524179072592
"1906" 646 "SKAT" 0.077892698384062 0.077892698384062 0.077892698384062 1 0.947699444426565 1 0.0924136708465502 0.0924136708465504 0.133207361881736 0.0924136708465499 0.0109558483572636 0.12292067899387 0.12292067899387 0.191225220688165 0.172526439413052 0.172526439413051
"1910" 650 "SKAT" 0.855010786740311 0.855010786740311 0.855010786740311 0.866598367602081 1 0.840063636946894 0.838982790794031 0.838982790794029 0.862864562420947 0.838982790794031 0.013930910137355 0.935793116101427 0.935793116101427 0.585031072169928 0.594848997406722 0.594848997406721
"1912" 652 "SKAT" 0.000232896197372101 0.000232896197372101 0.000232896197371657 0.846924572517794 1 1 0.000744795280866684 0.000744795280867017 0.00111328681135314 0.000744795280866684 1.84187127216795e-07 0.00450106833376052 0.00450106833376052 0.0104242027893979 0.00720565055978606 0.00720565055978728
"1916" 656 "SKAT" 0.000285684793238983 0.000285684793238983 0.000285684793238983 0.951117734818432 1 0.970368023933767 0.000459254105895091 0.000459254105894868 0.000770140490946147 0.00045925410589498 0.00316419420331338 0.000307370619125225 0.00030737061912478 0.00373216308803503 0.00271663260226318 0.00271663260226329
"1918" 658 "SKAT" 0.00088771022100731 0.00088771022100731 0.000887710221007199 0.985003015634555 1 1 0.000959622793773152 0.00095962279377293 0.00165497269952031 0.000959622793773152 8.73175026752104e-05 0.00901553930947041 0.00901553930947063 0.0128103768250283 0.0110439775028822 0.0110439775028822
"1919" 659 "SKAT" 0.167677645014103 0.167677645014103 0.167677645014103 1 0.999990650695699 0.795459335292979 0.167093483688485 0.167093483688485 0.180379283739564 0.167093483688486 0.000489374995878311 0.613022287331118 0.613022287331118 0.124596583991844 0.117240305454392 0.117240305454392
"1929" 639 "GTSR" 0.906 0.906 0.944 0.974 0.844 0.934 0.962 0.986 0.91 0.934 0 0.85 0.85 0.036 0.052 0.052
"1933" 643 "GTSR" 0.258 0.258 0.224 0.966 0.904 0.942 0.336 0.71 0.766 0.608 0.082 0.45 0.45 0.624 0.518 0.518
"1934" 644 "GTSR" 0 0 0 0.616 1 0.692 0 0.068 0.068 0 0 0 0 0 0 0
"1935" 645 "GTSR" 0.006 0.006 0.004 0.994 0.972 0.998 0 0.14 0.112 0.034 0 0.282 0.282 0 0 0
"1936" 646 "GTSR" 0.202 0.202 0.238 0.97 0.964 0.968 0.286 0.576 0.604 0.352 0.01 0.362 0.362 0.214 0.196 0.196
"1940" 650 "GTSR" 0.434 0.434 0.428 0.93 0.942 0.994 0.478 0.584 0.576 0.538 0.014 0.382 0.382 0.696 0.654 0.654
"1942" 652 "GTSR" 0 0 0 0.648 0.822 0.648 0 0.028 0.006 0 0 0 0 0 0 0
"1946" 656 "GTSR" 0 0 0 0.844 0.992 0.898 0 0.006 0.008 0 0 0 0 0 0 0
"1948" 658 "GTSR" 0 0 0 0.86 0.89 0.83 0 0.15 0.076 0 0 0.002 0.002 0 0 0
"1949" 659 "GTSR" 0.502 0.502 0.538 0.9 0.956 0.878 0.554 0.874 0.88 0.592 0 0.72 0.72 0.07 0.062 0.062
"1959" 639 "MDMR" 0.412 0.368 0.476 0.23 0.702 0.482 0.396 0.342 0.472 0.372 0 0.424 0.426 0.038 0.016 0.038
"1963" 643 "MDMR" 0.072 0.064 0.098 0.12 0.668 0.206 0.324 0.11 0.33 0.124 0.456 0.154 0.134 0.244 0.188 0.186
"1964" 644 "MDMR" 0 0 0 0 0.44 0.002 0.002 0.002 0.006 0 0.002 0.004 0.008 0.004 0.004 0.006
"1965" 645 "MDMR" 0.004 0.002 0.008 0.012 0.138 0.006 0.006 0.002 0.012 0.004 0.008 0.108 0.166 0.006 0.012 0.008
"1966" 646 "MDMR" 0.076 0.074 0.088 0.75 0.304 0.518 0.114 0.134 0.172 0.098 0.038 0.146 0.184 0.102 0.098 0.126
"1970" 650 "MDMR" 0.868 0.856 0.764 0.044 0.536 0.254 0.818 0.79 0.856 0.822 0.02 0.938 0.938 0.68 0.714 0.66
"1972" 652 "MDMR" 0 0 0 0.154 0.01 0.996 0 0 0.004 0 0 0 0 0 0.004 0
"1976" 656 "MDMR" 0 0 0 0.092 0.322 0.07 0.004 0 0 0 0.002 0 0 0 0 0
"1978" 658 "MDMR" 0 0 0.002 0 0.094 0.008 0 0.002 0.002 0.002 0.01 0.012 0.012 0.002 0 0.002
"1979" 659 "MDMR" 0.148 0.134 0.048 0.268 0.95 0.31 0.1 0.154 0.166 0.166 0 0.46 0.464 0.024 0.018 0.02
"1983" 663 "SKAT" 0.423505568475983 0.423505568475983 0.423505568475985 0.731183054338132 1 1 0.377961176029708 0.377961176029706 0.443724604516689 0.377961176029701 0.033497389923387 0.724604124754932 0.724604124754932 0.343941237931903 0.347200740401858 0.347200740401857
"1985" 665 "SKAT" 0.312859979046564 0.312859979046564 0.312859979046564 1 1 1 0.42964187775216 0.429641877752161 0.573378156116806 0.429641877752161 0.000877554242600831 0.437218474289457 0.437218474289457 0.201496049026768 0.187099975419484 0.187099975419483
"1986" 666 "SKAT" 0.152981169073198 0.152981169073198 0.152981169073198 1 0.944315705345975 1 0.257681416063894 0.257681416063895 0.316319059414599 0.257681416063894 0.00245214721151066 0.221894670571309 0.221894670571309 0.162325553145175 0.182436269485859 0.182436269485858
"1989" 669 "SKAT" 0.243638843155419 0.243638843155419 0.243638843155419 0.897632716173319 0.990961489250637 0.895792550845662 0.218251312828389 0.218251312828388 0.177976817455674 0.218251312828389 0.00365044556934024 0.173760986364075 0.173760986364075 0.435730746174808 0.402715730981654 0.402715730981653
"1995" 675 "SKAT" 0.493573485519015 0.493573485519015 0.493573485519013 0.642014445809879 1 1 0.49209276754707 0.492092767547069 0.434091329177475 0.492092767547073 0.100219918844914 0.878706941843207 0.878706941843207 0.400010462237153 0.374554470777442 0.374554470777443
"1996" 676 "SKAT" 0.141705391019975 0.141705391019975 0.141705391019975 1 0.999998597994199 0.141719510581103 0.0875381958574624 0.0875381958574626 0.0764109681113467 0.0875381958574624 0.00353932354951891 0.47955483072597 0.479554830725969 0.0219300686117584 0.0252627626968631 0.0252627626968633
"1998" 678 "SKAT" 0.311753115947703 0.311753115947703 0.311753115947703 1 1 0.421208890859173 0.23184279110075 0.231842791100751 0.220369252683238 0.231842791100752 0.164223516725918 0.266686092460845 0.266686092460845 0.481358798442343 0.479873073823052 0.479873073823051
"2003" 683 "SKAT" 0.339312770083014 0.339312770083014 0.339312770083013 0.996016173182539 1 0.996408194888718 0.416532226902072 0.416532226902073 0.609952866814494 0.416532226902071 0.000217865749651436 0.229036173356214 0.229036173356214 0.0511513850138343 0.0470918210023851 0.0470918210023852
"2004" 684 "SKAT" 0.0952837441066359 0.0952837441066359 0.0952837441066359 1 0.0928107527126549 1 0.0953027261864132 0.095302726186413 0.126953248593487 0.0953027261864134 0.140411322141738 0.0493131611414032 0.0493131611414035 0.174740895332812 0.156616217432497 0.156616217432495
"2005" 685 "SKAT" 0.15998373463565 0.15998373463565 0.15998373463565 1 1 0.301348432542318 0.108415665621888 0.108415665621889 0.128116017378419 0.108415665621888 0.0858560145119109 0.180310327335915 0.180310327335916 0.441158906068288 0.437025306026113 0.437025306026112
"2009" 689 "SKAT" 0.151057659548355 0.151057659548355 0.151057659548355 0.999987119395907 1 0.0317229948131992 0.144054315703289 0.144054315703289 0.163711629800343 0.144054315703289 0.000147325783473429 0.120181727616743 0.120181727616743 0.0692411447402929 0.0755469303240494 0.075546930324049
"2013" 663 "GTSR" 0.954 0.954 0.858 0.886 0.738 0.816 0.834 0.816 0.63 0.908 0.054 0.558 0.558 0.606 0.612 0.612
"2015" 665 "GTSR" 0.878 0.878 0.932 0.75 0.83 0.642 0.596 0.528 0.334 0.944 0.016 0.894 0.894 0.246 0.166 0.166
"2016" 666 "GTSR" 0.48 0.48 0.478 0.918 0.884 0.97 0.69 0.928 0.826 0.718 0 0.612 0.612 0.148 0.154 0.154
"2019" 669 "GTSR" 0.718 0.718 0.726 0.964 0.986 0.972 0.704 0.878 0.826 0.792 0.002 0.552 0.552 0.898 0.802 0.802
"2025" 675 "GTSR" 0.906 0.906 0.706 0.85 0.792 0.814 0.604 0.724 0.664 0.858 0.138 0.458 0.458 0.78 0.708 0.708
"2026" 676 "GTSR" 0.374 0.374 0.418 0.888 0.964 0.908 0.288 0.476 0.434 0.24 0 0.842 0.842 0 0 0
"2028" 678 "GTSR" 0.86 0.86 0.924 0.856 0.914 0.892 0.712 0.966 0.858 0.742 0.358 0.788 0.788 0.962 0.954 0.954
"2033" 683 "GTSR" 0.892 0.892 0.98 0.908 0.954 0.962 0.916 0.882 0.824 0.984 0 0.68 0.68 0.002 0.004 0.004
"2034" 684 "GTSR" 0.288 0.288 0.22 0.972 0.946 0.988 0.23 0.448 0.556 0.356 0.092 0.068 0.068 0.19 0.16 0.16
