"Iteration" "Assoc_Stat" "S_IBS" "S_AM" "S_AS" "S_LIN" "S_REC" "S_QUAD" "S_012" "S_123" "S_124" "S_h1" "skat.kernel" "tree1" "tree2" "tree3" "tree4" "tree5"
"7665" 2565 "SKAT" 0.00944195035200934 0.00944195035200934 0.00944195035200923 0.146793154698848 1 0.740209313618802 0.0264160066381164 0.0264160066381163 0.0604934118809072 0.0264160066381165 5.33227948523729e-05 0.0200914352327708 0.0200914352327709 0.0508192805865149 0.0364903211174874 0.0364903211174871
"7670" 2570 "SKAT" 0.136186431924519 0.136186431924519 0.136186431924519 0.795142508157882 1 1 0.253972484071147 0.253972484071147 0.445134672405804 0.253972484071146 0.358721739255041 0.0506301491814205 0.0506301491814206 0.460200654831677 0.469787677443269 0.469787677443269
"7671" 2571 "SKAT" 0.550281195083145 0.550281195083145 0.550281195083148 0.767539148477368 0.998578313216442 0.622004298303883 0.548155899922229 0.54815589992223 0.558710772924883 0.548155899922227 0.00954865544271 0.719255155012537 0.719255155012537 0.170107554078041 0.177389564232263 0.177389564232263
"7676" 2576 "SKAT" 0.227721391734398 0.227721391734398 0.227721391734402 0.999228313849261 1 1 0.244512993949229 0.244512993949231 0.285771501877712 0.24451299394923 0.209598918637216 0.0946539647381047 0.0946539647381047 0.143437228856859 0.158460669569642 0.15846066956964
"7677" 2577 "SKAT" 0.150045368484059 0.150045368484059 0.15004536848406 1 0.975635362993787 1 0.228192430708181 0.228192430708182 0.315411773634737 0.22819243070818 0.0118579948242725 0.340423239397459 0.340423239397459 0.169820503026942 0.165446918466353 0.165446918466353
"7678" 2578 "SKAT" 0.0134777028952486 0.0134777028952486 0.0134777028952486 0.50162893759327 0.14672755352608 0.407604733191394 0.0210941178133131 0.0210941178133132 0.0389619464236748 0.0210941178133135 2.35509796685518e-05 0.0596061204815284 0.0596061204815287 0.00527891715164142 0.00581943210258995 0.00581943210258984
"7680" 2580 "SKAT" 0.263728421955258 0.263728421955258 0.263728421955257 0.685851603361603 1 1 0.315484668307034 0.315484668307036 0.345185925789174 0.31548466830703 0.0528082568375097 0.167711114618857 0.167711114618857 0.164870667231068 0.155993209591175 0.155993209591174
"7681" 2551 "GTSR" 0.04 0.04 0.09 0.764 0.91 0.842 0.236 0.62 0.696 0.188 0 0.496 0.496 0.002 0.002 0.002
"7683" 2553 "GTSR" 0.028 0.028 0.058 0.728 0.876 0.812 0.14 0.634 0.608 0.136 0 0.252 0.252 0 0 0
"7688" 2558 "GTSR" 0.002 0.002 0.028 0.894 0.83 0.994 0.012 0.27 0.166 0 0.004 0.086 0.086 0.004 0.002 0.002
"7691" 2561 "GTSR" 0.056 0.056 0.068 0.918 0.998 0.928 0.034 0.224 0.186 0.066 0.038 0.71 0.71 0.352 0.244 0.244
"7692" 2562 "GTSR" 0.312 0.312 0.418 0.974 0.858 0.966 0.508 0.724 0.468 0.46 0.008 0.21 0.21 0.442 0.514 0.514
"7693" 2563 "GTSR" 0.748 0.748 0.784 0.956 0.93 0.942 0.748 0.87 0.772 0.692 0 0.702 0.702 0.16 0.178 0.178
"7695" 2565 "GTSR" 0.002 0.002 0.004 0.98 0.9 0.952 0.012 0.05 0.204 0.014 0 0.004 0.004 0.004 0.004 0.004
"7700" 2570 "GTSR" 0.48 0.48 0.552 0.942 0.896 0.98 0.816 0.954 0.992 0.742 0.57 0.092 0.092 0.984 0.988 0.988
"7701" 2571 "GTSR" 0.784 0.784 0.71 0.936 0.93 0.938 0.664 0.806 0.76 0.76 0.004 0.588 0.588 0.128 0.186 0.186
"7706" 2576 "GTSR" 0.75 0.75 0.604 0.914 0.874 0.882 0.626 0.752 0.762 0.862 0.34 0.18 0.18 0.098 0.104 0.104
"7707" 2577 "GTSR" 0.396 0.396 0.318 0.81 0.974 0.848 0.558 0.67 0.794 0.8 0 0.928 0.928 0.164 0.164 0.164
"7708" 2578 "GTSR" 0.016 0.016 0.024 0.958 0.938 0.986 0.052 0.37 0.446 0.072 0 0.106 0.106 0 0 0
"7710" 2580 "GTSR" 0.738 0.738 0.812 0.934 0.97 0.95 0.92 0.984 0.998 0.842 0.606 0.544 0.544 0.152 0.152 0.152
"7711" 2551 "MDMR" 0.03 0.016 0.036 0 0.15 0.086 0.1 0.05 0.194 0.054 0 0.148 0.166 0.012 0.01 0.012
"7713" 2553 "MDMR" 0.008 0.006 0.008 0.006 0.164 0.036 0.054 0.05 0.158 0.036 0 0.116 0.094 0.01 0.002 0.008
"7718" 2558 "MDMR" 0.008 0.012 0.002 0.858 0.044 0.354 0.01 0.012 0.014 0.014 0.088 0.096 0.098 0.01 0.022 0.024
"7721" 2561 "MDMR" 0.03 0.034 0.046 0 0.476 0.012 0.054 0.024 0.032 0.024 0.018 0.148 0.176 0.154 0.122 0.126
"7722" 2562 "MDMR" 0.098 0.074 0.104 0.462 0 0.102 0.054 0.074 0.028 0.09 0.124 0.124 0.114 0.222 0.216 0.24
"7723" 2563 "MDMR" 0.528 0.512 0.538 0.374 0.896 0.598 0.614 0.608 0.726 0.536 0.092 0.508 0.47 0.12 0.142 0.164
"7725" 2565 "MDMR" 0.016 0.01 0 0.036 0.692 0.342 0.028 0.034 0.072 0.028 0 0.018 0.006 0.088 0.052 0.06
"7730" 2570 "MDMR" 0.118 0.122 0.266 0.066 0.904 0.138 0.556 0.226 0.472 0.204 0.2 0.02 0.028 0.516 0.512 0.52
"7731" 2571 "MDMR" 0.494 0.502 0.368 0.018 0.858 0.098 0.424 0.516 0.556 0.52 0.026 0.686 0.69 0.094 0.07 0.074
"7736" 2576 "MDMR" 0.206 0.192 0.38 0 0.33 0.024 0.358 0.2 0.258 0.184 0.29 0.07 0.09 0.118 0.146 0.128
"7737" 2577 "MDMR" 0.164 0.126 0.05 0.644 0.478 0.536 0.206 0.214 0.316 0.21 0.1 0.396 0.35 0.008 0.004 0.014
"7738" 2578 "MDMR" 0.012 0.004 0.028 0.01 0.146 0.014 0.036 0.01 0.054 0.012 0 0.088 0.076 0 0 0
"7740" 2580 "MDMR" 0.244 0.252 0.164 0.174 0.406 0.108 0.156 0.264 0.332 0.306 0.036 0.13 0.142 0.112 0.088 0.102
"7741" 2581 "SKAT" 0.0604471372972033 0.0604471372972033 0.0604471372972029 0.872387833660283 0.999764513378089 0.960542877579296 0.0634006911074996 0.0634006911074996 0.098554239253446 0.0634006911074994 0.0196050140751411 0.0788784026394644 0.0788784026394642 0.223365405692884 0.203068428316224 0.203068428316225
"7749" 2589 "SKAT" 0.0340646160815019 0.0340646160815019 0.0340646160815019 1 1 1 0.04239865834082 0.0423986583408199 0.030200771241979 0.0423986583408198 0.0558601076181063 0.0992023594134839 0.0992023594134839 0.501921838119566 0.499951754766856 0.499951754766855
"7757" 2597 "SKAT" 0.0580430382540221 0.0580430382540221 0.0580430382540218 0.0856985949816234 0.920719052074139 1 0.0275379172146411 0.0275379172146411 0.0167393287125841 0.0275379172146413 0.0638700260074307 0.115625202974547 0.115625202974547 0.111552784814962 0.110779616563986 0.110779616563987
"7759" 2599 "SKAT" 0.158367327409884 0.158367327409884 0.158367327409885 1 0.976115305224832 1 0.115597122871811 0.115597122871811 0.116611426409673 0.115597122871811 0.0145115144786063 0.214370262843558 0.214370262843558 0.157527144139209 0.14174753759842 0.141747537598421
"7760" 2600 "SKAT" 0.0838657275265469 0.0838657275265469 0.0838657275265465 1 1 1 0.0616596365060711 0.0616596365060709 0.0467144252031624 0.0616596365060705 0.00366815262052733 0.18863648627365 0.188636486273651 0.0606669005677605 0.0630005750910624 0.0630005750910627
"7762" 2602 "SKAT" 0.763958825828101 0.763958825828101 0.7639588258281 0.513557226099957 0.999999474690461 1 0.796788991190268 0.79678899119027 0.83759019745087 0.79678899119027 0.00722305580197091 0.946794617888202 0.946794617888201 0.47082363966449 0.481868551004405 0.481868551004406
"7764" 2604 "SKAT" 0.0145162988645486 0.0145162988645486 0.0145162988645487 1 1 1 0.0133022107342751 0.0133022107342751 0.0154762110327584 0.0133022107342751 0.000232545211552138 0.167658480779631 0.167658480779631 0.123524238657874 0.154161764190377 0.154161764190377
"7770" 2610 "SKAT" 0.0745165795967726 0.0745165795967726 0.0745165795967726 1 0.999999790103772 0.99951754226707 0.194144226107696 0.194144226107696 0.381239740858245 0.194144226107696 0.0380614918538333 0.187318123252774 0.187318123252775 0.119491879598596 0.116959734343319 0.116959734343319
"7771" 2581 "GTSR" 0.176 0.176 0.248 0.992 0.912 0.972 0.288 0.62 0.698 0.286 0 0.242 0.242 0.274 0.214 0.214
"7779" 2589 "GTSR" 0.066 0.066 0.224 0.974 0.986 0.992 0.246 0.62 0.45 0.082 0.062 0.322 0.322 0.894 0.888 0.888
"7787" 2597 "GTSR" 0.116 0.116 0.186 0.874 0.956 0.91 0.036 0.22 0.082 0.028 0.066 0.352 0.352 0.064 0.066 0.066
"7789" 2599 "GTSR" 0.48 0.48 0.544 0.926 0.968 0.938 0.466 0.704 0.68 0.504 0.058 0.62 0.62 0.134 0.118 0.118
"7790" 2600 "GTSR" 0.24 0.24 0.492 0.794 0.744 0.772 0.406 0.888 0.85 0.302 0 0.602 0.602 0.008 0.01 0.01
"7792" 2602 "GTSR" 0.474 0.474 0.494 0.828 0.89 0.932 0.568 0.648 0.708 0.642 0.014 0.34 0.34 0.986 0.946 0.946
"7794" 2604 "GTSR" 0.02 0.02 0.028 0.866 0.976 0.86 0.014 0.492 0.384 0.084 0 0.656 0.656 0.076 0.13 0.13
"7799" 2609 "GTSR" 0.184 0.184 0.292 0.996 0.952 0.986 0.17 0.552 0.462 0.21 0.068 0.07 0.07 0.202 0.22 0.22
"7800" 2610 "GTSR" 0.214 0.214 0.428 0.77 0.898 0.774 0.884 0.904 0.77 0.602 0.028 0.476 0.476 0.038 0.032 0.032
"7801" 2581 "MDMR" 0.048 0.048 0.19 0.064 0.61 0.112 0.164 0.07 0.122 0.064 0.13 0.072 0.104 0.108 0.078 0.09
"7809" 2589 "MDMR" 0.03 0.03 0.018 0.034 0.028 0.022 0.038 0.026 0.022 0.04 0.258 0.086 0.136 0.554 0.59 0.596
"7817" 2597 "MDMR" 0.046 0.058 0.104 0.37 0.328 0.818 0.046 0.044 0.022 0.026 0.076 0.106 0.112 0.03 0.026 0.042
"7819" 2599 "MDMR" 0.154 0.158 0.232 0.752 0.164 0.866 0.156 0.146 0.158 0.08 0.074 0.262 0.278 0.144 0.14 0.178
"7820" 2600 "MDMR" 0.058 0.066 0.018 0.03 0.212 0.038 0.054 0.07 0.054 0.04 0.026 0.146 0.126 0.02 0.008 0.016
"7822" 2602 "MDMR" 0.78 0.756 0.574 0.11 0.74 0.148 0.744 0.76 0.788 0.812 0 0.956 0.94 0.182 0.224 0.194
"7824" 2604 "MDMR" 0.012 0.008 0.006 0 0.114 0 0.006 0.008 0.01 0.008 0 0.14 0.13 0.16 0.26 0.224
"7829" 2609 "MDMR" 0.038 0.058 0.066 0.144 0.258 0.116 0.072 0.05 0.092 0.036 0.168 0.038 0.038 0.228 0.208 0.242
"7830" 2610 "MDMR" 0.078 0.082 0.074 0.052 0.482 0.202 0.32 0.196 0.472 0.17 0.184 0.134 0.142 0.058 0.064 0.06
"7832" 2612 "SKAT" 0.220082144313146 0.220082144313146 0.220082144313146 1 1 0.519157124382056 0.231221095923408 0.231221095923406 0.304278066795982 0.231221095923409 0.00447909877837471 0.459618841291116 0.459618841291115 0.28729212964084 0.276158685917296 0.276158685917297
"7835" 2615 "SKAT" 0.0773876997268674 0.0773876997268674 0.077387699726868 0.987663621018348 2.97832888638272e-05 0.141238273402398 0.0835134024473022 0.0835134024473019 0.0953167098833346 0.0835134024473024 6.76680631621629e-05 0.207547231601575 0.207547231601575 0.0521255795131423 0.0495450225930673 0.0495450225930669
"7837" 2617 "SKAT" 0.000409857358214749 0.000409857358214749 0.000409857358214638 1 1 1 0.000178354695368088 0.000178354695367977 0.000116334437557208 0.000178354695367977 0.00557239568303114 0.000526268008743447 0.000526268008743669 0.0811505731569435 0.112689411112931 0.112689411112929
"7840" 2620 "SKAT" 0.000883635987014797 0.000883635987014797 0.000883635987014797 1 0.995721398334896 0.99999991888644 0.000264143756338542 0.000264143756338875 0.000105273190071919 0.000264143756339208 0.000116208908934601 0.0164208357470248 0.0164208357470248 0.0461757515012164 0.0657812340551378 0.065781234055138
"7841" 2621 "SKAT" 0.0878485963392681 0.0878485963392681 0.0878485963392674 1 0.98183858050222 0.253195171558019 0.167872736893049 0.167872736893049 0.308948142848285 0.167872736893047 1.79122626609018e-05 0.214105028201969 0.214105028201969 0.0284504516747397 0.0249404219117075 0.0249404219117078
"7842" 2622 "SKAT" 0.0215897180332352 0.0215897180332352 0.0215897180332354 1 1 1 0.0248533431749366 0.0248533431749367 0.0377547660653346 0.0248533431749367 0.00153580573671397 0.271663774755607 0.271663774755607 0.0136834111883586 0.0149177924835817 0.014917792483583
"7846" 2626 "SKAT" 0.560824998421223 0.560824998421223 0.560824998421223 1 0.999997427685798 1 0.61485604384431 0.614856043844309 0.731384950934314 0.614856043844312 0.0261796472974221 0.397085802150596 0.397085802150596 0.526668612160937 0.545239943462432 0.545239943462432
"7849" 2629 "SKAT" 0.0436567298915455 0.0436567298915455 0.0436567298915449 1 0.05838793927217 1 0.0439817890664685 0.0439817890664684 0.0650505808002347 0.0439817890664693 0.0252105649843467 0.164192816138712 0.164192816138712 0.0627329675023777 0.0611964489852352 0.0611964489852344
"7853" 2633 "SKAT" 0.0495300411574708 0.0495300411574708 0.0495300411574708 0.134131442904578 0.995307298155511 1 0.094443832152353 0.0944438321523533 0.180454216564937 0.0944438321523537 4.66907033058739e-06 0.486223540687459 0.486223540687459 0.0647926458063872 0.0677535702724108 0.0677535702724124
"7855" 2635 "SKAT" 0.222895986493549 0.222895986493549 0.22289598649355 1 1 1 0.246320823233523 0.246320823233523 0.310160083043588 0.246320823233522 0.00191472117806701 0.439677630737055 0.439677630737055 0.0668025259744263 0.0665228460160943 0.0665228460160938
"7856" 2636 "SKAT" 0.247762296576349 0.247762296576349 0.24776229657635 1 1 1 0.178160264133745 0.178160264133745 0.120761490654838 0.178160264133745 0.00190683138779191 0.234026277845893 0.234026277845893 0.221725317004721 0.224892730406215 0.224892730406216
"7857" 2637 "SKAT" 0.0213776441339698 0.0213776441339698 0.0213776441339699 0.541273402305823 1 1 0.0697035381715421 0.0697035381715418 0.129257423968412 0.0697035381715412 4.76229178536514e-07 0.0866108902740039 0.0866108902740037 0.0933806255442049 0.081888009984073 0.0818880099840718
"7860" 2640 "SKAT" 0.0944402148957653 0.0944402148957653 0.0944402148957653 1 1 0.410339739728129 0.290761184347142 0.29076118434714 0.330874057837394 0.290761184347142 0.195648597165276 0.00815422049738224 0.00815422049738213 0.513479607253526 0.439521448681731 0.439521448681729
"7862" 2612 "GTSR" 0.686 0.686 0.7 0.988 0.894 0.938 0.676 0.788 0.81 0.696 0.002 0.888 0.888 0.49 0.49 0.49
"7865" 2615 "GTSR" 0.196 0.196 0.3 0.664 0.908 0.654 0.322 0.71 0.73 0.248 0 0.62 0.62 0.008 0.006 0.006
"7867" 2617 "GTSR" 0 0 0 0.826 0.888 0.83 0 0.092 0.024 0 0.002 0 0 0.026 0.04 0.04
"7870" 2620 "GTSR" 0 0 0 0.904 0.556 0.752 0 0.01 0.006 0 0 0.008 0.008 0.012 0.018 0.018
"7871" 2621 "GTSR" 0.236 0.236 0.344 0.822 0.984 0.87 0.654 0.858 0.97 0.524 0 0.64 0.64 0.002 0.002 0.002
"7872" 2622 "GTSR" 0.006 0.006 0.038 0.918 0.876 0.996 0.044 0.258 0.336 0.014 0 0.792 0.792 0 0 0
"7876" 2626 "GTSR" 0.75 0.75 0.758 0.95 0.952 0.996 0.758 0.85 0.822 0.788 0.002 0.998 0.998 0.796 0.762 0.762
"7879" 2629 "GTSR" 0.144 0.144 0.036 0.812 0.858 0.776 0.04 0.376 0.354 0.368 0.014 0.522 0.522 0.008 0.008 0.008
"7883" 2633 "GTSR" 0.1 0.1 0.156 0.69 0.91 0.798 0.324 0.73 0.78 0.22 0 0.874 0.874 0.008 0.008 0.008
"7885" 2635 "GTSR" 0.672 0.672 0.886 0.808 0.924 0.804 0.954 0.898 0.852 0.702 0.004 0.884 0.884 0.012 0.014 0.014
"7886" 2636 "GTSR" 0.678 0.678 0.754 0.996 0.928 0.982 0.416 0.644 0.398 0.544 0 0.678 0.678 0.276 0.284 0.284
"7887" 2637 "GTSR" 0.028 0.028 0.04 0.812 0.888 0.874 0.198 0.71 0.714 0.264 0 0.192 0.192 0.046 0.04 0.04
"7890" 2640 "GTSR" 0.216 0.216 0.246 0.926 0.966 0.938 0.828 0.934 0.966 0.826 0.418 0.002 0.002 0.85 0.924 0.924
"7892" 2612 "MDMR" 0.238 0.202 0.204 0.858 0.504 0.912 0.148 0.206 0.298 0.22 0.002 0.522 0.548 0.436 0.426 0.434
"7895" 2615 "MDMR" 0.072 0.07 0.02 0 0.244 0 0.032 0.054 0.056 0.072 0 0.214 0.262 0.016 0.026 0.012
"7897" 2617 "MDMR" 0.002 0 0 0 0.016 0 0 0 0 0 0.18 0 0 0.126 0.16 0.16
"7900" 2620 "MDMR" 0 0.002 0 0.156 0.376 0.436 0 0 0 0 0 0.024 0.016 0.026 0.03 0.04
"7901" 2621 "MDMR" 0.068 0.092 0.03 0.004 0.214 0.09 0.132 0.136 0.332 0.124 0 0.216 0.264 0.01 0.012 0.008
"7902" 2622 "MDMR" 0.008 0.03 0.004 0.092 0.76 0.302 0.008 0.01 0.01 0.022 0.02 0.172 0.154 0 0 0.006
"7906" 2626 "MDMR" 0.522 0.57 0.58 0.074 0.714 0.286 0.56 0.574 0.724 0.568 0.2 0.584 0.584 0.696 0.746 0.75
"7909" 2629 "MDMR" 0.046 0.038 0.088 0.994 0.194 0.75 0.078 0.06 0.104 0.042 0.028 0.154 0.146 0.01 0.014 0.022
"7913" 2633 "MDMR" 0.036 0.05 0.032 0 0.216 0.002 0.11 0.066 0.16 0.088 0.012 0.512 0.492 0.04 0.044 0.05
"7915" 2635 "MDMR" 0.23 0.196 0.06 0.126 0.694 0.306 0.158 0.224 0.302 0.218 0.002 0.428 0.386 0.01 0.012 0.016
"7916" 2636 "MDMR" 0.228 0.228 0.34 0.396 0.396 0.262 0.18 0.172 0.136 0.168 0 0.24 0.278 0.296 0.362 0.306
"7917" 2637 "MDMR" 0.016 0.018 0.014 0.014 0.114 0.136 0.124 0.072 0.158 0.044 0.002 0.074 0.074 0.028 0.032 0.032
"7920" 2640 "MDMR" 0.076 0.07 0.026 0.192 0.022 0.018 0.086 0.24 0.254 0.28 0.262 0.002 0.002 0.45 0.38 0.346
"7923" 2643 "SKAT" 0.408537798627379 0.408537798627379 0.408537798627379 1 1 1 0.346253486903017 0.346253486903019 0.302431893406853 0.346253486903017 0.0556384385286587 0.725170202229887 0.725170202229886 0.427397987132533 0.424885145884563 0.424885145884564
"7924" 2644 "SKAT" 0.000273487738815748 0.000273487738815748 0.000273487738815636 1 1 1 0.000431647372059585 0.000431647372059696 0.00064640205309674 0.000431647372059585 1.06325456294964e-06 0.00045756986712453 0.000457569867124308 0.0143298405158746 0.01542352132674 0.0154235213267391
"7927" 2647 "SKAT" 0.194444999650861 0.194444999650861 0.194444999650861 1 1 0.253821249752053 0.43364655701704 0.433646557017041 0.364233233774858 0.433646557017042 0.00106535899212923 0.295190583498422 0.295190583498423 0.436544451425465 0.441913513249667 0.441913513249668
"7928" 2648 "SKAT" 0.472766971368084 0.472766971368084 0.472766971368083 0.895145676477559 0.99080716795899 1 0.507949997560731 0.507949997560729 0.657575676300385 0.507949997560731 0.000193946434275949 0.52308503998126 0.52308503998126 0.291067117374569 0.286108023851821 0.286108023851821
"7930" 2650 "SKAT" 0.0743992354948618 0.0743992354948618 0.0743992354948624 1 1 1 0.0713124884320393 0.0713124884320396 0.0706226283017526 0.0713124884320395 0.000277989179540694 0.174412684316876 0.174412684316876 0.032849889435657 0.0351223229717172 0.0351223229717175
"7931" 2651 "SKAT" 0.00938562581516222 0.00938562581516222 0.00938562581516256 1 1 0.85564892761541 0.00901082137775755 0.00901082137775755 0.0140926181270229 0.00901082137775777 1.50791858124499e-05 0.0488209014096279 0.048820901409628 0.0344882285530301 0.0274762855805646 0.0274762855805653
"7933" 2653 "SKAT" 0.0964403921813175 0.0964403921813175 0.0964403921813176 1 1 1 0.0823488116566056 0.0823488116566058 0.0302377262248072 0.0823488116566056 0.00342642585651243 0.321159466101967 0.321159466101967 0.109083981617662 0.118916794970883 0.118916794970883
"7938" 2658 "SKAT" 0.183587582561018 0.183587582561018 0.183587582561019 1 1 0.981008608065354 0.249764361917751 0.249764361917751 0.440762716982306 0.249764361917752 0.090371478946495 0.894169669256751 0.89416966925675 0.209851775156326 0.189429958362127 0.189429958362128
"7941" 2661 "SKAT" 0.26261763759055 0.26261763759055 0.26261763759055 0.223261704652819 1 0.818470358573268 0.39825584712645 0.39825584712645 0.468086079490675 0.39825584712645 0.0149266542448527 0.757957241534936 0.757957241534937 0.377315220440146 0.363650258134784 0.363650258134784
"7943" 2663 "SKAT" 0.282867831971911 0.282867831971911 0.282867831971911 0.989543636420191 1 0.912868433566604 0.233730267450428 0.233730267450428 0.241465181258838 0.233730267450428 0.011089437499185 0.341779554718247 0.341779554718248 0.165369551213477 0.161489872017397 0.161489872017396
"7945" 2665 "SKAT" 0.00395438559026906 0.00395438559026906 0.00395438559026906 0.514603442112258 1 1 0.0132863255029549 0.0132863255029548 0.0316406700377005 0.0132863255029547 0.0110334385052978 0.00224393103799625 0.00224393103799625 0.161364377303759 0.142341148327453 0.142341148327452
"7947" 2667 "SKAT" 0.0719321157682699 0.0719321157682699 0.0719321157682704 1 1 1 0.0724084710445094 0.0724084710445099 0.10144110785999 0.0724084710445083 0.00885370827397292 0.00531827396319107 0.00531827396319084 0.119567489632372 0.121544685245045 0.121544685245045
"7948" 2668 "SKAT" 0.241016809783027 0.241016809783027 0.241016809783028 0.279336637743364 0.993577376255131 1 0.344471050454357 0.344471050454358 0.559943248880197 0.344471050454357 1.21375619743791e-05 0.4651253949499 0.4651253949499 0.0729828738890625 0.0830546913367951 0.0830546913367951
"7953" 2643 "GTSR" 0.972 0.972 0.798 0.82 0.93 0.858 0.828 0.816 0.878 0.876 0.016 0.57 0.57 0.846 0.846 0.846
"7954" 2644 "GTSR" 0 0 0 0.74 0.822 0.746 0 0.004 0 0 0 0 0 0 0 0
"7957" 2647 "GTSR" 0.632 0.632 0.634 0.958 0.878 0.884 0.988 0.998 0.896 0.932 0.01 0.828 0.828 0.904 0.928 0.928
"7958" 2648 "GTSR" 0.892 0.892 0.674 0.802 0.962 0.814 0.61 0.648 0.544 0.888 0.004 0.76 0.76 0.42 0.384 0.384
"7960" 2650 "GTSR" 0.194 0.194 0.164 0.944 0.98 0.966 0.18 0.494 0.432 0.35 0 0.558 0.558 0 0 0
"7961" 2651 "GTSR" 0.004 0.004 0.016 0.828 0.796 0.796 0.014 0.338 0.374 0.008 0 0.176 0.176 0.002 0.002 0.002
"7963" 2653 "GTSR" 0.284 0.284 0.31 0.75 0.784 0.724 0.318 0.696 0.47 0.318 0.004 0.834 0.834 0.042 0.054 0.054
"7968" 2658 "GTSR" 0.586 0.586 0.542 0.902 0.942 0.91 0.724 0.802 0.936 0.858 0.022 0.492 0.492 0.244 0.204 0.204
"7971" 2661 "GTSR" 0.758 0.758 0.71 0.988 0.942 0.992 0.962 1 0.976 0.97 0.046 0.526 0.526 0.716 0.684 0.684
"7973" 2663 "GTSR" 0.794 0.794 0.826 0.91 0.994 0.91 0.728 0.902 0.872 0.744 0.006 0.984 0.984 0.144 0.134 0.134
"7975" 2665 "GTSR" 0.002 0.002 0 0.77 0.952 0.816 0.004 0.072 0.126 0.014 0.004 0 0 0.146 0.106 0.106
"7977" 2667 "GTSR" 0.162 0.162 0.202 0.856 0.736 0.776 0.34 0.612 0.898 0.288 0 0 0 0.058 0.058 0.058
"7978" 2668 "GTSR" 0.704 0.704 0.862 0.744 0.96 0.812 0.91 0.794 0.672 0.882 0 0.838 0.838 0.008 0.008 0.008
"7983" 2643 "MDMR" 0.406 0.404 0.128 0.086 0.772 0.174 0.144 0.242 0.212 0.328 0.128 0.762 0.724 0.298 0.322 0.296
"7984" 2644 "MDMR" 0 0 0.002 0.02 0.254 0.184 0 0 0 0 0 0 0 0.026 0.042 0.02
"7987" 2647 "MDMR" 0.204 0.168 0.128 0.25 0.056 0.862 0.222 0.418 0.252 0.424 0 0.198 0.204 0.528 0.496 0.53
"7988" 2648 "MDMR" 0.488 0.504 0.5 0.788 0.834 0.702 0.652 0.514 0.708 0.518 0 0.542 0.566 0.092 0.104 0.094
"7990" 2650 "MDMR" 0.066 0.082 0.102 0.332 0.102 0.806 0.092 0.068 0.094 0.066 0 0.164 0.126 0 0.004 0
"7991" 2651 "MDMR" 0.014 0.006 0.024 0.964 0.586 0.83 0.022 0.008 0.032 0.008 0 0.078 0.06 0.012 0.022 0.016
"7993" 2653 "MDMR" 0.082 0.054 0.008 0 0 0 0 0.024 0.004 0.07 0.012 0.304 0.294 0.018 0.018 0.03
"7998" 2658 "MDMR" 0.19 0.162 0.514 0.404 0.764 0.45 0.588 0.318 0.562 0.236 0.46 0.944 0.946 0.09 0.112 0.104
"8001" 2661 "MDMR" 0.274 0.252 0.276 0.116 0.918 0.196 0.478 0.418 0.486 0.43 0.022 0.85 0.808 0.21 0.16 0.186
"8003" 2663 "MDMR" 0.266 0.268 0.26 0.254 0.94 0.322 0.192 0.204 0.236 0.248 0.016 0.468 0.44 0.056 0.038 0.046
"8005" 2665 "MDMR" 0.006 0.002 0 0 0.172 0.004 0.016 0.002 0.028 0.014 0.124 0 0.002 0.18 0.18 0.192
"8007" 2667 "MDMR" 0.05 0.088 0.086 0.01 0.722 0.122 0.146 0.08 0.156 0.06 0.03 0.006 0.004 0.044 0.066 0.048
"8008" 2668 "MDMR" 0.264 0.23 0.082 0.004 0.54 0.092 0.246 0.252 0.472 0.34 0 0.466 0.502 0.01 0.01 0.01
"8011" 2671 "SKAT" 0.180688572463153 0.180688572463153 0.180688572463153 1 0.96789373572249 1 0.198916311757246 0.198916311757247 0.288863601797104 0.198916311757246 0.00156890371082463 0.108423670215709 0.10842367021571 0.043316721845591 0.0460412267142905 0.0460412267142901
"8013" 2673 "SKAT" 0.836756197947536 0.836756197947536 0.836756197947534 0.999990317185885 1 1 0.901777502665744 0.901777502665744 0.933580355485303 0.901777502665743 0.00403345131653476 0.979338742816311 0.979338742816311 0.422394757811783 0.442532669053965 0.442532669053966
"8016" 2676 "SKAT" 0.0247010485913731 0.0247010485913731 0.0247010485913731 1 0.919866363470979 0.929450211995638 0.0577259381444395 0.0577259381444397 0.092010755265308 0.0577259381444393 3.61763961675976e-07 0.0625953409746531 0.0625953409746529 0.0186199000811981 0.0153281711381459 0.0153281711381461
"8020" 2680 "SKAT" 0.00839601217500685 0.00839601217500685 0.00839601217500707 1 0.990759252478163 0.00377041379109966 0.017671775003917 0.0176717750039168 0.044650548919442 0.0176717750039173 3.47372450182348e-06 0.317865167139603 0.317865167139603 0.0839356811689578 0.0691422973633842 0.0691422973633853
"8022" 2682 "SKAT" 0.0605893124227888 0.0605893124227888 0.0605893124227885 1 0.999999827470468 1 0.0656988057224981 0.0656988057224979 0.103249279296305 0.0656988057224983 0.000204931220355364 0.0870826805222736 0.0870826805222735 0.0170928853129307 0.0152038498441704 0.0152038498441707
"8029" 2689 "SKAT" 0.149308987453804 0.149308987453804 0.149308987453805 0.99999974644981 0.998610432432166 1 0.153485617955401 0.153485617955402 0.162000084123295 0.153485617955401 8.0348523370688e-05 0.5206031993099 0.5206031993099 0.218751726797989 0.212114837794251 0.212114837794251
